"VIV_SEL","HOGAR","SEXO","EDAD","FOLIO","FAC_HOG","N_REN"
4,1,2,25,2822,2248,3
4,1,2,55,2822,2248,2
4,1,1,61,2822,2248,1
4,1,2,31,2822,2248,4
5,1,1,75,2823,2248,1
5,1,2,70,2823,2248,2
1,1,1,78,2824,2378,1
2,1,1,53,2825,2378,1
2,1,2,50,2825,2378,2
2,1,1,18,2825,2378,3
3,1,1,46,2826,2378,1
3,1,2,42,2826,2378,2
3,1,1,18,2826,2378,4
3,1,2,21,2826,2378,3
4,1,2,23,2827,2378,2
4,1,2,52,2827,2378,1
4,1,2,79,2827,2378,3
5,1,2,45,2828,2378,2
5,1,1,50,2828,2378,1
5,1,2,22,2828,2378,3
5,1,1,9,2828,2378,4
1,1,2,50,2829,2221,1
1,1,2,24,2829,2221,3
1,1,1,27,2829,2221,2
1,1,1,18,2829,2221,4
2,1,2,62,2830,2221,1
2,1,1,17,2830,2221,2
3,1,2,65,2831,2221,2
3,1,1,76,2831,2221,1
5,1,1,67,2832,2221,1
5,1,1,26,2832,2221,3
5,1,2,64,2832,2221,2
1,1,1,13,2833,2378,3
1,1,2,34,2833,2378,2
1,1,1,24,2833,2378,1
1,1,2,8,2833,2378,4
2,1,1,52,2834,2378,1
2,1,2,49,2834,2378,2
2,1,2,22,2834,2378,3
2,1,1,27,2834,2378,4
3,1,2,49,2835,2378,2
3,1,1,21,2835,2378,3
3,1,2,15,2835,2378,4
3,1,1,51,2835,2378,1
4,1,2,52,2836,2378,3
4,1,1,21,2836,2378,2
4,1,1,65,2836,2378,1
5,1,1,22,2837,2378,3
5,1,2,43,2837,2378,2
5,1,1,41,2837,2378,1
5,1,2,17,2837,2378,4
5,1,1,9,2837,2378,5
1,1,1,45,2838,2796,1
1,1,2,40,2838,2796,2
1,1,2,20,2838,2796,3
1,1,1,18,2838,2796,4
1,1,1,12,2838,2796,5
1,1,2,2,2838,2796,6
2,1,2,63,2839,2796,2
2,1,1,62,2839,2796,1
3,1,1,22,2840,2796,1
4,1,1,23,2841,2796,3
4,1,1,8,2841,2796,5
4,1,2,17,2841,2796,4
4,1,2,45,2841,2796,2
4,1,1,46,2841,2796,1
1,1,2,40,2842,2098,3
1,1,1,42,2842,2098,1
1,1,1,24,2842,2098,2
1,1,1,18,2842,2098,4
1,1,1,19,2842,2098,5
2,1,1,35,2843,2098,1
2,1,2,30,2843,2098,2
2,1,2,9,2843,2098,3
2,1,2,5,2843,2098,4
3,1,2,11,2844,2098,4
3,1,1,1,2844,2098,3
3,1,1,33,2844,2098,1
3,1,2,32,2844,2098,2
4,1,2,51,2845,2098,2
4,1,1,26,2845,2098,3
4,1,2,18,2845,2098,4
4,1,1,53,2845,2098,1
5,1,1,27,2846,2098,5
5,1,1,27,2846,2098,1
5,1,2,23,2846,2098,2
5,1,1,33,2846,2098,3
5,1,2,20,2846,2098,4
1,1,1,37,2847,2398,1
1,1,2,35,2847,2398,2
1,1,2,18,2847,2398,3
1,1,2,11,2847,2398,4
2,1,1,18,2848,2398,3
2,1,1,52,2848,2398,1
2,1,1,22,2848,2398,2
3,1,1,55,2849,2398,1
4,1,2,65,2850,2398,1
4,1,2,40,2850,2398,2
5,1,1,50,2851,2398,1
5,1,2,53,2851,2398,2
5,1,2,29,2851,2398,3
5,1,2,2,2851,2398,4
5,1,1,9,2851,2398,5
1,1,1,52,2852,5110,1
1,1,2,51,2852,5110,2
1,1,1,17,2852,5110,4
1,1,2,18,2852,5110,3
2,1,1,39,2853,5110,1
2,1,2,43,2853,5110,2
2,1,2,16,2853,5110,3
2,1,2,12,2853,5110,4
3,1,1,49,2854,5110,1
3,1,2,47,2854,5110,2
4,1,1,39,2855,5110,1
4,1,1,8,2855,5110,4
4,1,2,15,2855,5110,3
4,1,2,37,2855,5110,2
5,1,2,44,2856,5110,2
5,1,1,46,2856,5110,1
5,1,1,26,2856,5110,3
5,1,2,10,2856,5110,4
5,1,1,16,2856,5110,5
1,1,2,47,2857,2778,2
1,1,1,49,2857,2778,1
1,1,2,14,2857,2778,3
2,1,1,46,2858,2778,1
2,1,2,46,2858,2778,2
3,1,1,38,2859,2778,1
3,1,2,11,2859,2778,4
3,1,1,17,2859,2778,3
3,1,2,36,2859,2778,2
3,1,1,4,2859,2778,5
4,1,1,36,2860,2778,1
4,1,2,34,2860,2778,2
4,1,2,16,2860,2778,3
4,1,2,15,2860,2778,4
4,1,1,14,2860,2778,5
4,1,1,13,2860,2778,6
1,1,1,60,2861,2133,1
1,1,2,57,2861,2133,2
1,1,1,26,2861,2133,3
2,1,1,29,2862,2133,1
2,1,1,26,2862,2133,2
4,1,1,37,2863,2133,1
4,1,2,36,2863,2133,2
4,1,2,16,2863,2133,3
4,1,1,11,2863,2133,4
4,1,2,6,2863,2133,5
5,1,2,48,2864,2133,1
1,1,1,25,2865,2401,1
1,1,2,25,2865,2401,2
1,1,2,49,2865,2401,3
1,1,1,9,2865,2401,4
1,1,1,5,2865,2401,5
2,1,1,73,2866,2401,1
2,1,2,75,2866,2401,2
3,1,1,28,2867,2401,1
3,1,2,2,2867,2401,4
3,1,2,10,2867,2401,3
3,1,2,31,2867,2401,2
4,1,2,51,2868,2401,1
4,1,2,19,2868,2401,3
4,1,1,55,2868,2401,2
5,1,2,56,2869,2401,1
5,1,2,26,2869,2401,2
2,1,1,41,2870,3180,1
2,1,2,40,2870,3180,2
2,1,1,9,2870,3180,3
2,1,1,5,2870,3180,4
4,1,1,7,2871,3180,3
4,1,1,13,2871,3180,2
4,1,2,43,2871,3180,1
1,1,2,0,2872,1948,5
1,1,2,23,2872,1948,4
1,1,2,27,2872,1948,3
1,1,1,50,2872,1948,1
1,1,2,47,2872,1948,2
2,1,1,32,2873,1948,3
2,1,1,23,2873,1948,2
2,1,2,30,2873,1948,1
3,1,2,50,2874,1948,2
3,1,1,61,2874,1948,1
4,1,2,72,2875,1948,1
5,1,2,81,2876,1948,1
5,1,1,61,2876,1948,2
2,1,2,62,2877,2368,1
2,1,2,13,2877,2368,2
2,1,1,10,2877,2368,3
3,1,1,84,2878,2368,1
3,1,2,78,2878,2368,2
4,1,1,85,2879,2368,1
4,1,2,24,2879,2368,2
5,1,2,22,2880,2368,3
5,1,1,55,2880,2368,2
5,1,2,56,2880,2368,1
1,1,2,42,2881,2188,2
1,1,1,24,2881,2188,3
1,1,2,21,2881,2188,4
1,1,1,46,2881,2188,1
2,1,1,41,2882,2188,1
2,1,2,42,2882,2188,2
2,1,1,17,2882,2188,3
2,1,1,20,2882,2188,4
3,1,2,39,2883,2188,2
3,1,1,14,2883,2188,3
3,1,1,46,2883,2188,1
4,1,1,1,2884,2188,5
4,1,2,34,2884,2188,2
4,1,1,10,2884,2188,3
4,1,1,5,2884,2188,4
4,1,1,33,2884,2188,1
5,1,2,3,2885,2188,4
5,1,2,43,2885,2188,1
5,1,1,46,2885,2188,2
5,1,1,2,2885,2188,5
5,1,2,17,2885,2188,3
1,1,1,35,2886,2312,1
2,1,2,63,2887,2312,1
2,1,2,30,2887,2312,2
3,1,2,56,2888,2312,2
3,1,2,21,2888,2312,3
3,1,1,58,2888,2312,1
4,1,2,27,2889,2312,3
4,1,1,31,2889,2312,4
4,1,1,30,2889,2312,2
4,1,2,56,2889,2312,1
5,1,2,56,2890,2312,1
5,1,2,3,2890,2312,5
5,1,1,5,2890,2312,4
5,1,2,6,2890,2312,3
5,1,2,30,2890,2312,2
1,1,2,72,2891,2806,1
2,1,1,15,2892,2806,7
2,1,2,31,2892,2806,5
2,1,1,19,2892,2806,6
2,1,2,11,2892,2806,4
2,1,1,21,2892,2806,3
2,1,2,41,2892,2806,2
2,1,1,44,2892,2806,1
3,1,2,20,2893,2806,1
3,1,1,23,2893,2806,2
4,1,1,15,2894,2806,3
4,1,1,17,2894,2806,2
4,1,2,58,2894,2806,1
5,1,1,32,2895,2806,2
5,1,2,28,2895,2806,3
5,1,2,59,2895,2806,1
1,1,1,8,2896,2686,3
1,1,1,33,2896,2686,1
1,1,2,31,2896,2686,2
2,1,2,56,2897,2686,1
3,1,2,2,2898,2686,3
3,1,2,25,2898,2686,2
3,1,1,31,2898,2686,1
4,1,2,38,2899,2686,2
4,1,1,41,2899,2686,1
4,1,1,18,2899,2686,3
4,1,2,8,2899,2686,4
5,1,1,29,2900,2686,1
5,1,1,4,2900,2686,4
5,1,2,0,2900,2686,5
5,1,2,8,2900,2686,3
5,1,2,25,2900,2686,2
3,1,1,24,2901,2600,1
3,1,1,35,2901,2600,3
3,1,2,21,2901,2600,2
4,1,2,49,2902,2600,6
4,1,1,48,2902,2600,5
4,1,2,17,2902,2600,7
4,1,1,15,2902,2600,8
5,1,1,0,2903,2600,5
5,1,2,15,2903,2600,4
5,1,2,21,2903,2600,3
5,1,1,35,2903,2600,1
5,1,2,39,2903,2600,2
1,1,2,70,2904,2440,1
1,1,1,45,2904,2440,3
1,1,2,40,2904,2440,2
2,1,1,46,2905,2440,1
2,1,2,21,2905,2440,3
2,1,2,51,2905,2440,2
2,1,1,18,2905,2440,4
3,1,1,28,2906,2440,1
3,1,2,25,2906,2440,2
3,1,2,6,2906,2440,4
3,1,2,25,2906,2440,3
4,1,1,39,2907,2440,2
4,1,1,54,2907,2440,1
1,1,1,23,2908,2339,1
1,1,2,20,2908,2339,2
2,1,2,60,2909,2339,1
3,1,2,46,2910,2339,1
3,1,2,76,2910,2339,2
3,1,2,19,2910,2339,3
3,1,2,18,2910,2339,4
3,1,2,13,2910,2339,5
4,1,1,45,2911,2339,1
5,1,2,81,2912,2339,1
5,1,1,53,2912,2339,2
5,1,2,49,2912,2339,3
1,1,2,65,2913,3113,1
1,1,2,32,2913,3113,2
1,1,2,11,2913,3113,3
1,1,2,10,2913,3113,4
1,1,2,8,2913,3113,5
2,1,1,70,2914,3113,1
3,1,1,77,2915,3113,1
3,1,2,71,2915,3113,2
3,1,2,39,2915,3113,3
4,1,1,31,2916,3113,1
4,1,1,2,2916,3113,3
4,1,2,39,2916,3113,2
5,1,1,9,2917,3113,4
5,1,2,14,2917,3113,3
5,1,2,38,2917,3113,2
5,1,1,38,2917,3113,1
5,1,1,68,2917,3113,5
5,1,2,25,2917,3113,7
5,1,2,64,2917,3113,6
1,1,1,40,2918,1337,1
1,1,2,41,2918,1337,2
1,1,1,18,2918,1337,4
1,1,1,13,2918,1337,3
2,1,1,59,2919,1337,1
3,1,2,60,2920,1337,1
3,1,2,23,2920,1337,2
3,1,1,35,2920,1337,3
3,1,2,99,2920,1337,4
3,1,2,12,2920,1337,9
3,1,1,29,2920,1337,6
3,1,1,10,2920,1337,7
3,1,2,6,2920,1337,8
3,1,2,28,2920,1337,5
4,1,2,31,2921,1337,1
4,1,1,33,2921,1337,2
4,1,2,0,2921,1337,3
1,1,1,46,2922,2250,1
1,1,2,47,2922,2250,2
1,1,2,29,2922,2250,3
1,1,1,22,2922,2250,4
1,1,1,15,2922,2250,5
1,1,2,87,2922,2250,7
1,1,1,10,2922,2250,6
2,1,1,40,2923,2250,2
2,1,2,65,2923,2250,1
2,1,1,34,2923,2250,3
3,1,1,33,2924,2250,1
3,1,1,70,2924,2250,2
3,1,2,4,2924,2250,6
3,1,2,6,2924,2250,5
3,1,2,65,2924,2250,4
3,1,2,39,2924,2250,3
5,1,2,45,2925,2250,2
5,1,1,53,2925,2250,1
1,1,2,38,2926,2514,7
1,1,2,23,2926,2514,4
1,1,2,0,2926,2514,5
1,1,1,16,2926,2514,6
1,1,2,54,2926,2514,2
1,1,1,58,2926,2514,1
1,1,1,27,2926,2514,3
2,1,1,23,2927,2514,1
2,1,2,23,2927,2514,2
3,1,2,55,2928,2514,2
3,1,1,69,2928,2514,1
3,1,1,39,2928,2514,3
4,1,1,18,2929,2514,3
4,1,1,21,2929,2514,2
4,1,2,24,2929,2514,4
4,1,1,4,2929,2514,6
4,1,1,28,2929,2514,1
4,1,1,5,2929,2514,5
5,1,2,36,2930,2514,1
5,1,2,15,2930,2514,2
5,1,2,10,2930,2514,3
5,1,1,41,2930,2514,6
1,1,2,74,2931,2664,1
1,1,1,31,2931,2664,2
2,1,1,60,2932,2664,1
2,1,2,20,2932,2664,2
2,1,1,30,2932,2664,3
3,1,1,21,2933,2664,1
3,1,2,53,2933,2664,2
3,1,2,25,2933,2664,3
3,1,2,18,2933,2664,4
3,1,1,5,2933,2664,5
3,1,1,2,2933,2664,6
3,1,1,1,2933,2664,7
4,1,2,62,2934,2664,1
4,1,1,68,2934,2664,2
2,1,1,53,2935,2267,1
2,1,2,50,2935,2267,2
2,1,2,13,2935,2267,3
2,1,2,13,2935,2267,4
3,1,1,52,2936,2267,1
3,1,1,35,2936,2267,2
3,1,2,18,2936,2267,3
3,1,2,50,2936,2267,4
4,1,1,26,2937,2267,1
4,1,1,6,2937,2267,4
4,1,1,8,2937,2267,3
4,1,2,33,2937,2267,2
5,1,1,25,2938,2267,1
5,1,2,24,2938,2267,2
5,1,2,0,2938,2267,3
1,1,2,58,2939,2297,2
1,1,1,63,2939,2297,1
1,1,2,32,2939,2297,3
2,1,1,27,2940,2297,1
2,1,2,26,2940,2297,2
2,1,2,7,2940,2297,4
2,1,1,2,2940,2297,3
3,1,2,4,2941,2297,3
3,1,1,30,2941,2297,1
3,1,2,28,2941,2297,2
4,1,1,55,2942,2297,1
5,1,2,25,2943,2297,3
5,1,2,17,2943,2297,4
5,1,2,83,2943,2297,5
5,1,1,56,2943,2297,1
5,1,2,52,2943,2297,2
1,1,1,57,2944,2379,1
1,1,2,53,2944,2379,2
2,1,2,15,2945,2379,3
2,1,1,8,2945,2379,4
2,1,1,55,2945,2379,1
2,1,2,45,2945,2379,2
3,1,1,55,2946,2379,1
4,1,2,53,2947,2379,2
4,1,1,50,2947,2379,1
1,1,1,74,2948,7024,1
1,1,2,70,2948,7024,2
1,1,2,40,2948,7024,3
2,1,2,54,2949,7024,2
2,1,1,59,2949,7024,1
2,1,1,30,2949,7024,3
3,1,1,41,2950,7024,1
4,1,1,31,2951,7024,1
4,1,2,30,2951,7024,2
5,1,2,61,2952,7024,1
5,1,1,28,2952,7024,2
1,1,2,52,2953,2284,1
1,1,1,31,2953,2284,3
1,1,1,21,2953,2284,2
2,1,2,56,2954,2284,2
2,1,1,57,2954,2284,1
3,1,1,62,2955,2284,1
4,1,1,72,2956,2284,1
4,1,1,5,2956,2284,9
4,1,2,8,2956,2284,8
4,1,1,32,2956,2284,2
4,1,2,40,2956,2284,3
4,1,2,32,2956,2284,4
4,1,2,65,2956,2284,5
4,1,2,17,2956,2284,6
4,1,1,13,2956,2284,7
5,1,2,27,2957,2284,2
5,1,1,28,2957,2284,1
5,1,1,1,2957,2284,3
1,1,2,49,2958,5684,2
1,1,2,12,2958,5684,3
1,1,2,23,2958,5684,4
1,1,2,11,2958,5684,5
2,1,2,35,2959,5684,2
2,1,1,35,2959,5684,1
3,1,2,51,2960,5684,1
3,1,1,28,2960,5684,2
3,1,1,22,2960,5684,3
4,1,2,23,2961,5684,2
4,1,1,24,2961,5684,1
4,1,1,2,2961,5684,3
5,1,1,50,2962,5684,1
5,1,2,49,2962,5684,2
5,1,2,13,2962,5684,3
5,1,2,17,2962,5684,4
1,1,1,27,2963,2788,1
1,1,1,25,2963,2788,2
2,1,2,31,2964,2788,2
2,1,1,31,2964,2788,1
2,1,2,10,2964,2788,3
2,1,1,7,2964,2788,6
2,1,1,4,2964,2788,5
2,1,2,12,2964,2788,4
3,1,2,49,2965,2788,1
3,1,2,27,2965,2788,2
4,1,2,71,2966,2788,1
4,1,2,22,2966,2788,2
4,1,2,0,2966,2788,3
5,1,2,43,2967,2788,1
5,1,2,1,2967,2788,4
5,1,2,10,2967,2788,3
5,1,1,45,2967,2788,2
1,1,1,30,2968,6880,1
1,1,2,42,2968,6880,2
2,1,2,67,2969,6880,1
3,1,2,56,2970,6880,1
4,1,1,19,2971,6880,4
4,1,1,24,2971,6880,5
4,1,1,20,2971,6880,3
4,1,2,53,2971,6880,2
4,1,1,53,2971,6880,1
5,1,2,41,2972,6880,3
5,1,2,1,2972,6880,2
5,1,1,41,2972,6880,1
1,1,2,32,2973,3220,2
1,1,1,33,2973,3220,1
1,1,2,6,2973,3220,3
1,1,2,3,2973,3220,4
2,1,2,99,2974,3220,3
2,1,2,39,2974,3220,2
2,1,1,39,2974,3220,1
2,1,1,99,2974,3220,4
3,1,1,57,2975,3220,1
3,1,2,55,2975,3220,2
3,1,1,17,2975,3220,3
3,1,1,16,2975,3220,4
4,1,1,54,2976,3220,1
4,1,2,55,2976,3220,2
4,1,2,31,2976,3220,3
4,1,2,11,2976,3220,4
5,1,1,32,2977,3220,1
5,1,2,0,2977,3220,3
5,1,2,30,2977,3220,2
1,1,2,54,2978,2530,1
1,1,2,29,2978,2530,2
1,1,2,15,2978,2530,3
1,1,1,56,2978,2530,5
1,1,2,11,2978,2530,4
2,1,1,28,2979,2530,1
3,1,2,64,2980,2530,3
3,1,1,32,2980,2530,2
3,1,1,62,2980,2530,1
4,1,2,53,2981,2530,2
4,1,1,56,2981,2530,1
4,1,1,22,2981,2530,3
5,1,1,32,2982,2530,1
5,1,2,32,2982,2530,2
5,1,1,13,2982,2530,3
5,1,2,3,2982,2530,5
5,1,1,8,2982,2530,4
1,1,2,72,2983,2848,2
1,1,1,76,2983,2848,1
2,1,1,4,2984,2848,4
2,1,2,24,2984,2848,3
2,1,1,64,2984,2848,1
2,1,2,69,2984,2848,2
3,1,2,14,2985,2848,5
3,1,1,52,2985,2848,1
3,1,2,42,2985,2848,2
3,1,1,22,2985,2848,3
3,1,2,16,2985,2848,4
4,1,1,78,2986,2848,1
5,1,2,69,2987,2848,1
1,1,1,42,2988,2558,1
1,1,2,45,2988,2558,2
1,1,1,11,2988,2558,3
2,1,1,51,2989,2558,1
3,1,1,66,2990,2558,1
3,1,2,50,2990,2558,2
3,1,2,28,2990,2558,3
3,1,1,7,2990,2558,4
3,1,2,6,2990,2558,5
3,1,2,4,2990,2558,6
4,1,2,31,2991,2558,1
4,1,1,37,2991,2558,2
4,1,1,26,2991,2558,3
4,1,1,56,2991,2558,4
4,1,1,7,2991,2558,5
4,1,2,6,2991,2558,6
4,1,1,12,2991,2558,7
4,1,1,13,2991,2558,8
5,1,1,78,2992,2558,1
1,1,1,6,2993,2226,4
1,1,1,14,2993,2226,3
1,1,2,32,2993,2226,2
1,1,1,36,2993,2226,1
3,1,1,49,2994,2226,1
3,1,2,47,2994,2226,2
3,1,2,14,2994,2226,5
3,1,1,25,2994,2226,4
3,1,1,29,2994,2226,3
4,1,1,27,2995,2226,3
4,1,2,27,2995,2226,2
4,1,1,48,2995,2226,1
5,1,1,46,2996,2226,1
5,1,2,45,2996,2226,2
5,1,1,12,2996,2226,3
5,1,2,20,2996,2226,4
1,1,1,45,2997,2616,1
1,1,2,0,2997,2616,5
1,1,2,1,2997,2616,6
1,1,2,41,2997,2616,2
1,1,2,18,2997,2616,4
1,1,2,20,2997,2616,3
2,1,2,51,2998,2616,3
2,1,1,78,2998,2616,1
2,1,1,54,2998,2616,2
3,1,2,52,2999,2616,2
3,1,1,16,2999,2616,5
3,1,2,25,2999,2616,4
3,1,1,27,2999,2616,3
3,1,1,48,2999,2616,1
4,1,1,42,3000,2616,1
4,1,2,11,3000,2616,3
4,1,2,13,3000,2616,4
4,1,1,2,3000,2616,5
4,1,2,38,3000,2616,2
5,1,2,34,3001,2616,3
5,1,1,59,3001,2616,1
5,1,2,12,3001,2616,5
5,1,2,11,3001,2616,6
5,1,2,14,3001,2616,4
5,1,2,57,3001,2616,2
1,1,2,33,3002,2166,2
1,1,2,8,3002,2166,5
1,1,1,11,3002,2166,4
1,1,1,13,3002,2166,3
1,1,1,33,3002,2166,1
2,1,2,22,3003,2166,4
2,1,2,26,3003,2166,3
2,1,2,55,3003,2166,1
2,1,2,33,3003,2166,2
3,1,2,68,3004,2166,1
4,1,2,10,3005,2166,4
4,1,2,15,3005,2166,3
4,1,1,24,3005,2166,2
4,1,2,37,3005,2166,1
5,1,1,26,3006,2166,1
5,1,2,6,3006,2166,4
5,1,2,5,3006,2166,5
5,1,1,28,3006,2166,3
5,1,2,27,3006,2166,2
1,1,2,42,3007,1963,1
1,1,1,15,3007,1963,2
1,1,2,12,3007,1963,3
2,1,1,3,3008,1963,3
2,1,1,37,3008,1963,1
2,1,2,33,3008,1963,2
2,1,2,2,3008,1963,4
3,1,2,61,3009,1963,1
3,1,2,40,3009,1963,2
3,1,1,36,3009,1963,3
4,1,1,54,3010,1963,1
4,1,2,50,3010,1963,2
4,1,2,10,3010,1963,3
5,1,1,29,3011,1963,1
5,1,2,30,3011,1963,2
5,1,1,3,3011,1963,3
1,1,1,29,3012,2831,3
1,1,2,30,3012,2831,1
1,1,1,6,3012,2831,4
1,1,2,10,3012,2831,5
2,1,2,53,3013,2831,1
2,1,1,63,3013,2831,2
2,1,1,35,3013,2831,3
2,1,2,28,3013,2831,4
3,1,1,36,3014,2831,1
3,1,2,36,3014,2831,2
3,1,1,6,3014,2831,3
4,1,2,18,3015,2831,2
4,1,2,38,3015,2831,1
4,1,2,11,3015,2831,3
4,1,1,35,3015,2831,4
5,1,2,44,3016,2831,1
5,1,2,22,3016,2831,2
5,1,2,9,3016,2831,3
5,1,1,45,3016,2831,4
1,1,2,32,3017,2862,1
1,1,1,10,3017,2862,2
1,1,1,12,3017,2862,3
2,1,2,19,3018,2862,1
2,1,1,21,3018,2862,2
2,1,1,26,3018,2862,3
3,1,1,38,3019,2862,1
3,1,2,43,3019,2862,2
3,1,2,20,3019,2862,3
3,1,2,22,3019,2862,4
3,1,1,13,3019,2862,5
3,1,2,17,3019,2862,6
3,1,1,2,3019,2862,7
3,1,2,3,3019,2862,8
4,1,2,19,3020,2862,2
4,1,1,21,3020,2862,1
5,1,2,17,3021,2862,3
5,1,2,41,3021,2862,1
5,1,2,15,3021,2862,2
5,1,1,16,3021,2862,4
1,1,1,43,3022,2131,1
1,1,2,18,3022,2131,2
1,1,2,9,3022,2131,3
2,1,2,50,3023,2131,1
2,1,2,76,3023,2131,2
2,1,1,19,3023,2131,3
3,1,1,16,3024,2131,4
3,1,1,18,3024,2131,3
3,1,1,24,3024,2131,2
3,1,2,42,3024,2131,1
3,1,1,15,3024,2131,5
4,1,1,23,3025,2131,1
4,1,2,22,3025,2131,2
4,1,2,4,3025,2131,3
5,1,1,48,3026,2131,1
5,1,2,45,3026,2131,2
5,1,1,1,3026,2131,3
2,1,2,71,3027,2981,1
3,1,1,35,3028,2981,1
3,1,2,39,3028,2981,2
3,1,1,3,3028,2981,5
3,1,1,10,3028,2981,4
3,1,1,17,3028,2981,3
4,1,1,29,3029,2981,1
4,1,2,8,3029,2981,4
4,1,1,9,3029,2981,3
4,1,2,26,3029,2981,2
4,1,1,0,3029,2981,5
5,1,1,2,3030,2981,5
5,1,1,2,3030,2981,6
5,1,2,34,3030,2981,2
5,1,1,36,3030,2981,1
5,1,2,10,3030,2981,4
5,1,2,14,3030,2981,3
1,1,1,18,3031,2150,1
2,1,2,29,3032,2150,2
2,1,1,30,3032,2150,1
3,1,1,39,3033,2150,1
3,1,2,17,3033,2150,3
3,1,2,11,3033,2150,5
3,1,2,14,3033,2150,4
3,1,2,38,3033,2150,2
5,1,2,1,3034,2150,4
5,1,1,5,3034,2150,3
5,1,2,28,3034,2150,2
5,1,1,30,3034,2150,1
1,1,2,39,3035,2531,1
1,1,2,64,3035,2531,2
1,1,2,14,3035,2531,3
1,1,2,11,3035,2531,4
1,1,1,10,3035,2531,5
2,1,1,9,3036,2531,5
2,1,1,31,3036,2531,1
2,1,2,42,3036,2531,2
2,1,2,17,3036,2531,3
2,1,1,15,3036,2531,4
3,1,1,45,3037,2531,2
3,1,2,46,3037,2531,1
3,1,1,21,3037,2531,3
3,1,1,11,3037,2531,4
4,1,1,2,3038,2531,5
4,1,2,59,3038,2531,1
4,1,1,27,3038,2531,2
4,1,1,15,3038,2531,3
4,1,1,4,3038,2531,4
4,1,2,23,3038,2531,6
5,1,2,48,3039,2531,1
1,1,1,19,3040,2223,3
1,1,2,50,3040,2223,2
1,1,1,45,3040,2223,1
2,1,1,14,3041,2223,3
2,1,2,35,3041,2223,2
2,1,1,36,3041,2223,1
2,1,1,7,3041,2223,4
3,1,1,35,3042,2223,1
3,1,2,36,3042,2223,2
3,1,2,15,3042,2223,3
3,1,1,9,3042,2223,4
3,1,2,2,3042,2223,5
4,1,2,59,3043,2223,1
5,1,2,21,3044,2223,2
5,1,2,19,3044,2223,3
5,1,2,45,3044,2223,1
2,1,1,10,3045,3141,3
2,1,1,35,3045,3141,1
2,1,2,31,3045,3141,2
3,1,1,63,3046,3141,1
3,1,2,61,3046,3141,2
4,1,1,49,3047,3141,1
4,1,2,42,3047,3141,2
4,1,1,9,3047,3141,5
4,1,1,10,3047,3141,4
4,1,1,13,3047,3141,3
5,1,2,11,3048,3141,5
5,1,1,15,3048,3141,4
5,1,2,30,3048,3141,2
5,1,1,38,3048,3141,1
5,1,2,17,3048,3141,3
1,1,2,45,3049,2987,1
1,1,1,39,3049,2987,2
1,1,1,44,3049,2987,3
3,1,1,36,3050,2987,1
3,1,2,33,3050,2987,2
3,1,1,14,3050,2987,3
3,1,1,12,3050,2987,4
3,1,1,6,3050,2987,5
4,1,1,28,3051,2987,1
5,1,2,31,3052,2987,1
5,1,1,3,3052,2987,4
5,1,2,10,3052,2987,3
5,1,1,39,3052,2987,2
1,1,1,28,3053,2440,3
1,1,2,49,3053,2440,2
1,1,1,72,3053,2440,1
1,1,1,18,3053,2440,4
2,1,1,57,3054,2440,1
2,1,1,48,3054,2440,4
2,1,2,38,3054,2440,3
2,1,2,58,3054,2440,2
3,1,2,54,3055,2440,1
3,1,1,17,3055,2440,2
4,1,1,18,3056,2440,3
4,1,2,44,3056,2440,2
4,1,1,49,3056,2440,1
4,1,1,13,3056,2440,4
5,1,1,64,3057,2440,1
5,1,2,59,3057,2440,2
1,1,2,40,3058,2788,3
1,1,1,2,3058,2788,2
1,1,1,17,3058,2788,1
2,1,1,21,3059,2788,1
3,1,2,56,3060,2788,2
3,1,1,51,3060,2788,1
4,1,2,12,3061,2788,3
4,1,2,12,3061,2788,4
4,1,1,32,3061,2788,2
4,1,2,30,3061,2788,1
4,1,2,6,3061,2788,5
5,1,1,27,3062,2788,1
5,1,2,26,3062,2788,2
5,1,1,7,3062,2788,3
5,1,1,4,3062,2788,4
1,1,1,76,3063,4081,1
1,1,2,69,3063,4081,2
2,1,1,8,3064,4081,5
2,1,1,15,3064,4081,4
2,1,1,16,3064,4081,3
2,1,2,38,3064,4081,2
2,1,1,42,3064,4081,1
3,1,2,40,3065,4081,1
3,1,1,22,3065,4081,3
3,1,1,12,3065,4081,5
3,1,1,21,3065,4081,4
3,1,1,50,3065,4081,2
4,1,2,41,3066,4081,1
4,1,1,40,3066,4081,3
4,1,2,26,3066,4081,2
4,1,1,15,3066,4081,4
4,1,2,3,3066,4081,5
5,1,1,0,3067,4081,6
5,1,1,6,3067,4081,5
5,1,2,32,3067,4081,1
5,1,2,16,3067,4081,2
5,1,1,11,3067,4081,3
5,1,1,6,3067,4081,4
6,1,1,33,3068,4081,2
6,1,1,37,3068,4081,1
7,1,1,15,3069,4081,4
7,1,2,22,3069,4081,3
7,1,1,42,3069,4081,1
7,1,2,40,3069,4081,2
8,1,1,28,3070,4081,2
8,1,2,63,3070,4081,1
9,1,2,54,3071,4081,3
9,1,2,11,3071,4081,2
9,1,1,54,3071,4081,1
11,1,2,33,3072,4081,1
11,1,1,15,3072,4081,2
11,1,2,4,3072,4081,5
11,1,2,12,3072,4081,4
11,1,2,13,3072,4081,3
12,1,1,57,3073,4081,1
12,1,1,22,3073,4081,2
12,1,2,53,3073,4081,3
13,1,1,17,3074,4081,5
