"FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE","P1_1","P1_2"
10656,2,1,1,9,3,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,1,1,1,2,3,3,1,2,2,3,2,1,2,2,4,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,,,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,3,3,2,1,1,2,2,1,1,2,58,186,1636,5991,3,1
10657,3,1,1,2,6,5,2,1,6,2,2,2,1,2,2,2,1,2,1,2,3,3,1,2,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,1,2,2,2,1,1,1,79,186,1636,3668,2,1
10658,4,1,1,3,3,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,1,1,1,3,1,3,3,2,8,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,2,2,2,1,1,2,49,186,1636,1997,3,1
10659,5,1,1,6,3,6,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,3,2,1,8,1,2,1,1,1,1,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,3,1,1,1,2,,,,1,2,1,2,1,2,1,,,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,1,1,2,2,1,1,2,53,186,1636,3994,2,1
10660,1,1,2,6,1,5,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,3,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,7,1,1,2,1,2,2,1,1,2,2,1,1,2,1,,,1,2,1,2,2,2,2,2,1,1,1,1,1,9,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,1,1,2,2,1,1,1,57,186,1637,4029,2,1
10661,2,1,1,6,3,5,2,2,5,1,2,2,2,1,2,2,2,2,1,1,1,3,1,3,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,3,2,1,2,2,2,1,1,2,62,186,1637,6581,3,1
10662,3,1,1,2,6,1,2,2,5,1,1,1,1,1,2,2,1,2,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,,,,1,2,2,1,1,1,1,,,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,1,2,2,2,1,1,2,63,186,1637,4387,2,1
10663,4,1,1,3,3,4,2,2,1,2,1,1,1,2,2,2,2,2,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,1,1,2,62,186,1637,4387,4,1
10664,5,1,2,9,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,3,3,1,1,1,1,1,1,2,2,4,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,1,1,2,1,2,1,1,1,,,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,3,2,1,1,2,2,1,1,1,41,186,1637,4029,2,1
10665,1,1,1,8,5,5,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,3,3,1,1,2,2,2,2,2,1,3,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,,,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,3,2,1,1,2,2,1,1,1,51,187,1638,4510,4,1
10666,2,1,1,8,4,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,3,3,1,2,1,3,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,3,1,1,1,2,2,1,1,1,41,187,1638,2255,1,1
10667,3,1,2,9,2,6,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,2,4,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,7,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,1,2,2,1,1,1,32,187,1638,4510,2,1
10668,4,1,1,8,5,5,2,2,6,1,2,2,2,1,1,1,1,2,2,2,3,2,2,3,1,1,1,2,2,2,3,2,3,2,1,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,3,3,1,1,2,1,2,1,1,1,2,1,1,1,2,1,,,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,1,1,1,2,1,1,1,62,187,1638,6765,3,1
10669,5,1,1,6,3,3,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,2,1,1,1,1,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,9,2,1,2,2,1,1,1,9,1,1,1,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,1,2,2,2,1,1,2,60,187,1638,4911,2,1
10670,1,1,1,9,2,5,2,2,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,3,3,1,1,2,1,2,2,1,1,2,1,2,1,1,1,,,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,3,2,1,1,1,2,1,1,1,39,186,1639,3644,3,1
10671,2,1,2,8,5,5,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,3,1,1,1,1,1,1,2,2,1,5,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,1,1,1,2,2,1,1,2,1,2,1,2,1,,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,1,2,2,1,1,2,35,186,1639,3967,5,1
10672,3,1,2,6,2,5,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,3,1,1,2,1,2,1,3,3,3,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,7,7,2,1,1,1,2,2,1,1,2,1,2,1,1,1,,,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,9,9,3,2,2,2,2,2,1,1,2,41,186,1639,7935,5,1
10673,4,1,1,8,4,5,2,2,1,1,2,2,1,1,2,1,1,2,3,1,3,2,2,2,1,2,1,3,3,1,2,2,2,2,1,2,2,3,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,3,3,1,1,1,1,2,2,1,1,2,2,1,1,2,1,,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,1,2,2,1,1,1,25,186,1639,3644,2,1
10674,5,1,2,4,3,5,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,1,3,2,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,9,2,9,9,9,2,2,2,2,2,2,1,2,2,2,1,2,1,3,2,1,2,2,2,1,1,2,58,186,1639,5951,3,1
10675,1,1,2,3,3,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,3,1,1,2,1,1,1,3,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,1,2,2,1,1,1,46,186,1640,8681,5,1
10676,2,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,3,3,2,1,1,1,3,1,3,3,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,1,,,1,1,9,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,3,1,2,1,2,2,1,1,1,52,186,1640,6511,5,1
10677,3,1,2,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,1,1,3,1,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,2,1,2,,,,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,1,2,2,1,1,1,40,186,1640,4340,2,1
10678,4,1,2,3,3,5,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,1,1,1,2,1,1,1,1,1,,,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,43,186,1640,4726,2,1
10679,5,1,3,6,3,6,2,2,1,1,2,1,1,1,2,2,1,2,1,1,3,2,3,1,1,1,1,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,9,9,,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,2,2,1,2,1,1,1,18,186,1640,4340,3,1
10680,1,1,2,6,3,5,2,2,5,1,2,2,2,2,2,1,2,2,1,2,1,3,2,3,1,1,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,4,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,9,2,1,1,2,1,1,1,9,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,2,2,2,1,1,2,42,186,1641,4318,4,1
10681,2,1,2,8,3,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,3,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,9,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,1,1,2,27,186,1641,6477,4,1
10682,3,1,2,6,3,5,2,2,5,1,2,2,2,2,2,2,1,2,2,1,1,2,3,2,1,1,1,2,3,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,9,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,34,186,1641,4318,3,1
10683,4,1,3,3,2,6,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,3,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,9,2,2,1,2,2,2,1,1,1,1,1,9,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,2,1,1,1,20,186,1641,5948,6,1
10684,5,1,3,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,3,3,2,2,2,2,1,3,1,2,3,2,2,2,2,9,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,7,7,9,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,9,2,2,1,2,2,2,2,1,1,9,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,3,1,2,3,2,2,2,2,1,1,1,25,186,1641,5948,3,1
10685,1,1,1,2,6,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,2,3,1,1,2,2,3,1,3,3,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,9,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,2,1,2,2,1,1,1,51,185,1642,2389,1,1
10686,2,1,1,3,3,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,3,1,1,1,3,3,1,3,3,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,3,3,3,1,1,2,2,2,1,1,1,43,185,1642,2389,1,1
10687,3,1,1,8,4,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,3,1,1,2,1,1,1,3,3,1,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,3,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,3,3,3,1,1,1,2,2,1,1,1,35,185,1642,2389,1,1
10688,4,1,1,8,4,2,2,2,5,1,2,2,2,2,2,1,1,2,1,1,2,2,3,2,1,2,1,3,3,2,2,1,1,1,2,2,2,5,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,7,7,1,1,2,1,2,2,1,1,2,1,1,1,2,1,,,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,2,2,2,2,2,1,2,2,2,2,1,9,1,3,1,1,1,1,2,1,1,1,63,185,1642,2389,1,1
10689,5,1,1,3,1,5,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,3,2,3,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,9,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,2,2,2,1,1,2,67,185,1642,7802,3,1
10690,1,1,2,6,3,1,2,2,5,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,3,3,1,1,1,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2,2,1,1,2,1,2,1,1,1,,,2,2,2,2,1,1,2,1,1,1,1,9,9,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,1,1,2,39,185,1643,4864,3,1
10691,2,1,1,8,5,2,2,2,5,1,1,1,2,1,2,2,1,2,1,1,1,1,1,3,1,2,2,2,1,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,1,1,2,2,1,1,2,61,185,1643,2432,1,1
10692,3,1,1,3,3,1,2,2,5,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,3,1,3,1,3,1,2,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,1,1,1,,,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,1,1,2,36,185,1643,4864,5,1
10693,4,1,2,8,5,5,2,2,1,1,2,2,2,2,2,2,1,2,3,1,1,3,3,3,1,1,9,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,3,2,1,2,1,2,2,1,1,1,1,2,1,2,1,,,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,3,1,2,2,2,1,1,2,50,185,1643,9729,4,1
10694,5,1,4,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,9,1,1,3,1,2,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,,,,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,2,2,2,1,2,1,1,2,23,185,1643,7297,4,1
10695,1,1,1,8,5,5,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,2,1,2,2,1,3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,3,3,1,1,2,1,2,1,1,1,2,1,1,1,1,1,,,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,1,2,2,1,1,1,48,186,1644,5654,5,1
10696,2,1,1,8,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,3,1,1,1,2,1,2,3,3,3,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,9,3,2,1,2,2,2,1,1,1,29,186,1644,3770,4,1
10697,3,1,1,3,3,5,2,2,8,1,2,2,2,1,2,2,2,2,1,2,2,2,1,3,1,2,2,3,1,2,3,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,1,,,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,1,2,2,1,1,1,57,186,1644,3770,2,1
10698,4,1,1,8,4,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,3,3,2,3,2,3,1,1,2,1,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,1,2,2,2,1,1,1,36,186,1644,3770,4,1
10699,5,1,1,6,3,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,3,1,2,2,1,1,1,3,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,1,2,1,2,2,1,1,2,1,2,1,2,1,,,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,1,1,2,2,1,1,2,34,186,1644,2052,3,1
10700,1,1,2,3,3,6,2,2,8,1,2,2,2,2,2,2,2,2,1,1,3,2,1,3,1,2,1,3,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,1,1,2,20,185,1645,4509,2,1
10701,2,1,1,6,3,5,2,2,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,2,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,1,1,2,1,1,1,2,1,,,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,3,2,2,1,2,2,1,1,2,42,185,1645,6763,5,1
10702,3,1,1,6,2,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,3,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,1,1,1,1,1,,,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,1,1,1,25,185,1645,4141,4,1
10703,4,1,1,0,0,4,2,1,8,2,2,2,2,2,2,2,1,2,1,1,3,3,2,2,9,2,1,3,1,3,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,9,9,2,2,2,2,2,2,2,2,2,1,2,9,9,9,9,1,1,2,2,2,1,1,1,92,185,1645,2070,1,1
10704,5,1,2,3,3,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,3,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,1,,,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,52,185,1645,4509,2,1
